horse,horseLabel,birthYear,deathYear,genderLabel
http://www.wikidata.org/entity/Q11308389,Q11308389,1983,,самка
http://www.wikidata.org/entity/Q11308423,Q11308423,2005,,самец
http://www.wikidata.org/entity/Q11308424,Q11308424,1996,,самец
http://www.wikidata.org/entity/Q11308427,Q11308427,2006,,самец
http://www.wikidata.org/entity/Q11308475,Q11308475,2008,,самец
http://www.wikidata.org/entity/Q11308487,Q11308487,1984,,самка
http://www.wikidata.org/entity/Q11308581,Q11308581,2003,,самец
http://www.wikidata.org/entity/Q11308582,Q11308582,1986,,самец
http://www.wikidata.org/entity/Q11308583,Q11308583,1993,,самец
http://www.wikidata.org/entity/Q11308584,Q11308584,1998,,самец
http://www.wikidata.org/entity/Q11308587,Q11308587,1994,,самец
http://www.wikidata.org/entity/Q11308590,Q11308590,1993,,самец
http://www.wikidata.org/entity/Q11308657,Q11308657,2000,,самец
http://www.wikidata.org/entity/Q11308700,Q11308700,1985,,самец
http://www.wikidata.org/entity/Q11308701,Q11308701,2002,,самец
http://www.wikidata.org/entity/Q11308702,Q11308702,1985,,самец
http://www.wikidata.org/entity/Q11308711,Q11308711,2007,,самка
http://www.wikidata.org/entity/Q11308715,Q11308715,1969,,самка
http://www.wikidata.org/entity/Q11308736,Q11308736,2000,,самка
http://www.wikidata.org/entity/Q11308763,Q11308763,2001,,самец
http://www.wikidata.org/entity/Q11308765,Q11308765,2001,,самец
http://www.wikidata.org/entity/Q11308798,Q11308798,2002,,самка
http://www.wikidata.org/entity/Q11308800,Q11308800,1957,,самец
http://www.wikidata.org/entity/Q11308836,Q11308836,2002,,самец
http://www.wikidata.org/entity/Q11308879,Q11308879,1973,,самка
http://www.wikidata.org/entity/Q11308892,Q11308892,1963,,самец
http://www.wikidata.org/entity/Q11308902,Q11308902,1944,,самец
http://www.wikidata.org/entity/Q11308935,Q11308935,1997,,самец
http://www.wikidata.org/entity/Q11309134,Q11309134,1987,,самец
http://www.wikidata.org/entity/Q11309142,Q11309142,2003,,самец
http://www.wikidata.org/entity/Q11309244,Q11309244,1986,,самка
http://www.wikidata.org/entity/Q11309336,Q11309336,2009,,самец
http://www.wikidata.org/entity/Q11309375,Q11309375,2006,,самка
http://www.wikidata.org/entity/Q11309502,Q11309502,1701,,самец
http://www.wikidata.org/entity/Q11309699,Q11309699,2004,,самец
http://www.wikidata.org/entity/Q11309830,Q11309830,2001,,самец
http://www.wikidata.org/entity/Q11309878,Q11309878,1983,,самец
http://www.wikidata.org/entity/Q11310101,Q11310101,2003,,самец
http://www.wikidata.org/entity/Q11326832,Q11326832,1913,1936,самец
http://www.wikidata.org/entity/Q11327150,Q11327150,1792,1818,самец
http://www.wikidata.org/entity/Q11327256,Q11327256,1996,2006,самец
http://www.wikidata.org/entity/Q11327262,Q11327262,1991,1999,самец
http://www.wikidata.org/entity/Q11327513,Q11327513,1990,2012,самец
http://www.wikidata.org/entity/Q11327706,Q11327706,1703,1723,самец
http://www.wikidata.org/entity/Q11328013,Q11328013,1993,2010,самец
http://www.wikidata.org/entity/Q11328242,Q11328242,1988,2010,самка
http://www.wikidata.org/entity/Q11328453,Q11328453,1975,1995,самец
http://www.wikidata.org/entity/Q11328460,Q11328460,1985,2014,самец
http://www.wikidata.org/entity/Q11328624,Q11328624,1997,2011,самец
http://www.wikidata.org/entity/Q11328777,Q11328777,1981,1999,самка
http://www.wikidata.org/entity/Q11329799,Q11329799,1981,2007,самец
http://www.wikidata.org/entity/Q11329950,Q11329950,1968,1992,самец
http://www.wikidata.org/entity/Q11330003,Q11330003,1992,2008,самец
http://www.wikidata.org/entity/Q11330005,Q11330005,2000,2006,самец
http://www.wikidata.org/entity/Q11330007,Q11330007,1991,2019,самка
http://www.wikidata.org/entity/Q11330012,Q11330012,1955,1962,самец
http://www.wikidata.org/entity/Q11330013,Q11330013,1989,2018,самец
http://www.wikidata.org/entity/Q11330029,Q11330029,1968,1995,самец
http://www.wikidata.org/entity/Q11330524,Q11330524,1991,2019,самец
http://www.wikidata.org/entity/Q11330652,Q11330652,1981,1999,самец
http://www.wikidata.org/entity/Q11331054,Q11331054,1995,2020,самец
http://www.wikidata.org/entity/Q11331055,Q11331055,1998,2016,самец
http://www.wikidata.org/entity/Q11331191,Q11331191,1994,2016,самец
http://www.wikidata.org/entity/Q11326798,Q11326798,2004,,самец
http://www.wikidata.org/entity/Q11327023,Q11327023,1977,,самец
http://www.wikidata.org/entity/Q11327091,Q11327091,2007,,самец
http://www.wikidata.org/entity/Q11327197,Q11327197,1981,,самец
http://www.wikidata.org/entity/Q11327225,Q11327225,2005,,самка
http://www.wikidata.org/entity/Q11327283,Q11327283,1974,,самец
http://www.wikidata.org/entity/Q11327330,Q11327330,1979,,самец
http://www.wikidata.org/entity/Q11327331,Q11327331,2005,,самка
http://www.wikidata.org/entity/Q11327484,Q11327484,2005,,самка
http://www.wikidata.org/entity/Q11327510,Q11327510,2008,,самка
http://www.wikidata.org/entity/Q11327555,Q11327555,1983,,самец
http://www.wikidata.org/entity/Q11327618,Q11327618,1787,,самец
http://www.wikidata.org/entity/Q11327620,Q11327620,2005,,самец
http://www.wikidata.org/entity/Q11327749,Q11327749,1997,,самец
http://www.wikidata.org/entity/Q11327917,Q11327917,1993,,самец
http://www.wikidata.org/entity/Q11328072,Q11328072,1999,,самец
http://www.wikidata.org/entity/Q11328121,Q11328121,1961,,самец
http://www.wikidata.org/entity/Q11328195,Q11328195,1984,,самка
http://www.wikidata.org/entity/Q11328348,Q11328348,1972,,самец
http://www.wikidata.org/entity/Q11328393,Q11328393,1921,,самец
http://www.wikidata.org/entity/Q11328446,Q11328446,2005,,самец
http://www.wikidata.org/entity/Q11328455,Q11328455,1979,,самец
http://www.wikidata.org/entity/Q11328457,Q11328457,2003,,самец
http://www.wikidata.org/entity/Q11328458,Q11328458,1986,,самец
http://www.wikidata.org/entity/Q11328548,Q11328548,2007,,самец
http://www.wikidata.org/entity/Q11328608,Q11328608,1992,,самец
http://www.wikidata.org/entity/Q11329100,Q11329100,2007,,самец
http://www.wikidata.org/entity/Q11329231,Q11329231,1920,,самец
http://www.wikidata.org/entity/Q11329348,Q11329348,2004,,самка
http://www.wikidata.org/entity/Q11329456,Q11329456,1992,,самка
http://www.wikidata.org/entity/Q11329743,Q11329743,1985,,самец
http://www.wikidata.org/entity/Q11329805,Q11329805,1982,,самец
http://www.wikidata.org/entity/Q11329823,Q11329823,2001,,самец
http://www.wikidata.org/entity/Q11329825,Q11329825,1960,,самец
http://www.wikidata.org/entity/Q11329943,Q11329943,1977,,самец
http://www.wikidata.org/entity/Q11329952,Q11329952,1993,,самец
http://www.wikidata.org/entity/Q11329953,Q11329953,1964,,самец
http://www.wikidata.org/entity/Q11329959,Q11329959,1959,,самец
http://www.wikidata.org/entity/Q11329960,Q11329960,1954,,самец
http://www.wikidata.org/entity/Q11329998,Q11329998,1934,,самка
http://www.wikidata.org/entity/Q11330006,Q11330006,1974,,самец
http://www.wikidata.org/entity/Q11330008,Q11330008,1993,,самка
http://www.wikidata.org/entity/Q11330009,Q11330009,1996,,самка
http://www.wikidata.org/entity/Q11330011,Q11330011,1962,,самец
http://www.wikidata.org/entity/Q11330014,Q11330014,1999,,самец
http://www.wikidata.org/entity/Q11330026,Q11330026,2009,,самец
http://www.wikidata.org/entity/Q11330036,Q11330036,1987,,самец
http://www.wikidata.org/entity/Q11330060,Q11330060,2008,,самец
http://www.wikidata.org/entity/Q11330097,Q11330097,1966,,самка
http://www.wikidata.org/entity/Q11330099,Q11330099,1969,,самец
http://www.wikidata.org/entity/Q11330338,Q11330338,2007,,самец
http://www.wikidata.org/entity/Q11330347,Q11330347,1921,,самец
http://www.wikidata.org/entity/Q11330399,Q11330399,1946,,самец
http://www.wikidata.org/entity/Q11330507,Q11330507,1979,,самка
http://www.wikidata.org/entity/Q11330510,Q11330510,1993,,самец
http://www.wikidata.org/entity/Q11330512,Q11330512,2004,,самец
http://www.wikidata.org/entity/Q11330712,Q11330712,2007,,самец
http://www.wikidata.org/entity/Q11330717,Q11330717,2000,,самец
http://www.wikidata.org/entity/Q11330720,Q11330720,2001,,самец
http://www.wikidata.org/entity/Q11330729,Q11330729,1994,,самец
http://www.wikidata.org/entity/Q11330750,Q11330750,1998,,самец
http://www.wikidata.org/entity/Q11330881,Q11330881,1996,,самка
http://www.wikidata.org/entity/Q11330941,Q11330941,1903,,самка
http://www.wikidata.org/entity/Q11330964,Q11330964,2009,,самка
http://www.wikidata.org/entity/Q11330997,Q11330997,1998,,самка
http://www.wikidata.org/entity/Q11331056,Q11331056,1993,,самка
http://www.wikidata.org/entity/Q11331057,Q11331057,1990,,самец
http://www.wikidata.org/entity/Q11331061,Q11331061,1976,,самец
http://www.wikidata.org/entity/Q11331149,Q11331149,2007,,самец
http://www.wikidata.org/entity/Q11331167,Q11331167,2001,,самка
http://www.wikidata.org/entity/Q11331178,Q11331178,2004,,самец
http://www.wikidata.org/entity/Q11331412,Q11331412,2002,,самец
http://www.wikidata.org/entity/Q11331635,Q11331635,2004,,самка
http://www.wikidata.org/entity/Q11331695,Q11331695,1993,,самец
http://www.wikidata.org/entity/Q11331732,Q11331732,2000,,самка
http://www.wikidata.org/entity/Q16958017,Q16958017,2011,2014,самка
http://www.wikidata.org/entity/Q16961003,Q16961003,2001,2010,самец
http://www.wikidata.org/entity/Q16961017,Q16961017,2009,2019,
http://www.wikidata.org/entity/Q16961100,Чарльз двенадцатый,1836,1859,самец
http://www.wikidata.org/entity/Q16961550,Q16961550,2005,2019,самец
http://www.wikidata.org/entity/Q16962129,Q16962129,2005,2014,
http://www.wikidata.org/entity/Q16962180,Q16962180,2009,2014,
http://www.wikidata.org/entity/Q16962503,Q16962503,2007,2018,самка
http://www.wikidata.org/entity/Q16966554,Q16966554,1820,1840,самец
http://www.wikidata.org/entity/Q16967661,Q16967661,1981,2006,самец
http://www.wikidata.org/entity/Q16968102,Q16968102,2006,2014,
http://www.wikidata.org/entity/Q16968117,Q16968117,1982,2006,самец
http://www.wikidata.org/entity/Q16971101,Q16971101,1956,1983,самец
http://www.wikidata.org/entity/Q16952982,Q16952982,1973,,самец
http://www.wikidata.org/entity/Q16953005,Q16953005,1774,,самец
http://www.wikidata.org/entity/Q16953076,Q16953076,2001,,самец
http://www.wikidata.org/entity/Q16953130,Q16953130,1895,,самец
http://www.wikidata.org/entity/Q16953219,Q16953219,1980,,
http://www.wikidata.org/entity/Q16953268,Q16953268,2007,,самец
http://www.wikidata.org/entity/Q16953442,Q16953442,2008,,
http://www.wikidata.org/entity/Q16953665,Q16953665,1883,,самец
http://www.wikidata.org/entity/Q16954250,Q16954250,1901,,самец
http://www.wikidata.org/entity/Q16954270,Q16954270,1923,,самец
http://www.wikidata.org/entity/Q16954349,Q16954349,1938,,самец
http://www.wikidata.org/entity/Q16954424,Q16954424,1965,,
http://www.wikidata.org/entity/Q16954579,Q16954579,2009,,самка
http://www.wikidata.org/entity/Q16954634,Q16954634,2007,,
http://www.wikidata.org/entity/Q16954664,Q16954664,1910,,
http://www.wikidata.org/entity/Q16954780,Q16954780,1985,,самец
http://www.wikidata.org/entity/Q16954811,Q16954811,1977,,самка
http://www.wikidata.org/entity/Q16955040,Q16955040,1953,,самец
http://www.wikidata.org/entity/Q16955989,Q16955989,1985,,самец
http://www.wikidata.org/entity/Q16956489,Q16956489,1996,,самец
http://www.wikidata.org/entity/Q16956631,Q16956631,1978,,самец
http://www.wikidata.org/entity/Q16957782,Q16957782,1979,,самец
http://www.wikidata.org/entity/Q16958006,Q16958006,1828,,самец
http://www.wikidata.org/entity/Q16958143,Q16958143,2005,,самец
http://www.wikidata.org/entity/Q16958502,Q16958502,1981,,самка
http://www.wikidata.org/entity/Q16958612,Q16958612,1977,,самец
http://www.wikidata.org/entity/Q16958871,Q16958871,1976,,самец
http://www.wikidata.org/entity/Q16959131,Q16959131,1994,,самец
http://www.wikidata.org/entity/Q16959153,Q16959153,1980,,самка
http://www.wikidata.org/entity/Q16959254,Q16959254,1984,,
http://www.wikidata.org/entity/Q16959850,Q16959850,1949,,самка
http://www.wikidata.org/entity/Q16960061,Q16960061,1896,,самец
http://www.wikidata.org/entity/Q16960394,Q16960394,2000,,
http://www.wikidata.org/entity/Q16960439,Q16960439,1992,,самец
http://www.wikidata.org/entity/Q16960506,Q16960506,2009,,самец
http://www.wikidata.org/entity/Q16960532,Q16960532,1984,,самец
http://www.wikidata.org/entity/Q16960579,Q16960579,1979,,самка
http://www.wikidata.org/entity/Q16960598,Q16960598,2000,,
http://www.wikidata.org/entity/Q16960602,Q16960602,1978,,самец
http://www.wikidata.org/entity/Q16960676,Q16960676,2002,,самец
http://www.wikidata.org/entity/Q16960747,Q16960747,1977,,самец
http://www.wikidata.org/entity/Q16960753,Q16960753,2005,,
http://www.wikidata.org/entity/Q16960783,Q16960783,1968,,самка
http://www.wikidata.org/entity/Q16960945,Q16960945,1995,,самка
http://www.wikidata.org/entity/Q16961059,Q16961059,1917,,самка
http://www.wikidata.org/entity/Q16961182,Q16961182,1810,,самка
http://www.wikidata.org/entity/Q16961198,Q16961198,1989,,самец
http://www.wikidata.org/entity/Q16961242,Q16961242,2005,,самка
http://www.wikidata.org/entity/Q16961247,Q16961247,1787,,самец
http://www.wikidata.org/entity/Q16961258,Q16961258,1793,,самец
http://www.wikidata.org/entity/Q16961395,Q16961395,1886,,самец
http://www.wikidata.org/entity/Q16961431,Q16961431,1976,,
http://www.wikidata.org/entity/Q16961465,Q16961465,1978,,самка
http://www.wikidata.org/entity/Q16961506,Q16961506,1999,,
http://www.wikidata.org/entity/Q16961709,Антонио,1816,,самец
http://www.wikidata.org/entity/Q16961820,Q16961820,1824,,самка
http://www.wikidata.org/entity/Q16962045,Q16962045,1974,,самец
http://www.wikidata.org/entity/Q16962205,Q16962205,1806,,самец
http://www.wikidata.org/entity/Q16962770,Q16962770,2008,,
http://www.wikidata.org/entity/Q16962930,Q16962930,1958,,самец
http://www.wikidata.org/entity/Q16963128,Q16963128,2010,,самка
http://www.wikidata.org/entity/Q16963286,Q16963286,1990,,
http://www.wikidata.org/entity/Q16966467,Q16966467,1977,,самец
http://www.wikidata.org/entity/Q16966604,Q16966604,2009,,самец
http://www.wikidata.org/entity/Q16966607,Q16966607,2006,,самка
http://www.wikidata.org/entity/Q16966638,Q16966638,1978,,самец
http://www.wikidata.org/entity/Q16966684,Q16966684,1981,,самка
http://www.wikidata.org/entity/Q16966709,Q16966709,2001,,самка
http://www.wikidata.org/entity/Q16967011,Q16967011,2003,,
http://www.wikidata.org/entity/Q16967098,Q16967098,2003,,
http://www.wikidata.org/entity/Q16967335,Q16967335,2009,,
http://www.wikidata.org/entity/Q16967340,Q16967340,1987,,самец
http://www.wikidata.org/entity/Q16967693,Q16967693,2007,,самец
http://www.wikidata.org/entity/Q16967919,Q16967919,2003,,
http://www.wikidata.org/entity/Q16967932,Q16967932,2005,,самка
http://www.wikidata.org/entity/Q16968099,Q16968099,1982,,
http://www.wikidata.org/entity/Q16968200,Q16968200,2001,,самка
http://www.wikidata.org/entity/Q16968494,Q16968494,2008,,самка
http://www.wikidata.org/entity/Q16968515,Q16968515,2004,,
http://www.wikidata.org/entity/Q16968683,Q16968683,1994,,
http://www.wikidata.org/entity/Q16968684,Q16968684,1982,,
http://www.wikidata.org/entity/Q16969983,Q16969983,1916,,самец
http://www.wikidata.org/entity/Q16970416,Q16970416,1975,,самец
http://www.wikidata.org/entity/Q16970746,Q16970746,1953,,
http://www.wikidata.org/entity/Q16970765,Q16970765,1975,,
http://www.wikidata.org/entity/Q16971372,Q16971372,1964,,самец
http://www.wikidata.org/entity/Q16971411,Q16971411,1950,,
http://www.wikidata.org/entity/Q7574545,Q7574545,1980,2010,самец
http://www.wikidata.org/entity/Q7576270,Q7576270,1982,2002,самец
http://www.wikidata.org/entity/Q7576290,Спендтхрифт,1876,1900,самец
http://www.wikidata.org/entity/Q7577285,Q7577285,1749,1776,самка
http://www.wikidata.org/entity/Q7593870,Q7593870,1989,2016,самец
http://www.wikidata.org/entity/Q7594020,Q7594020,1938,1965,самец
http://www.wikidata.org/entity/Q7594947,Q7594947,2007,2014,самец
http://www.wikidata.org/entity/Q7600767,Q7600767,1946,1967,самец
http://www.wikidata.org/entity/Q7605209,Q7605209,1976,1995,самец
http://www.wikidata.org/entity/Q7618274,Q7618274,1849,1871,самец
http://www.wikidata.org/entity/Q7622356,Q7622356,1996,2023,самец
http://www.wikidata.org/entity/Q7622478,Q7622478,1979,1995,самец
http://www.wikidata.org/entity/Q7622813,Q7622813,1998,2014,самец
http://www.wikidata.org/entity/Q7623790,Q7623790,1969,1998,самец
http://www.wikidata.org/entity/Q7623813,Q7623813,1988,2011,самец
http://www.wikidata.org/entity/Q7629759,Q7629759,1941,1962,самец
http://www.wikidata.org/entity/Q7635985,Q7635985,1999,2017,самец
http://www.wikidata.org/entity/Q7637446,Q7637446,1987,2009,самец
http://www.wikidata.org/entity/Q7641483,Q7641483,1985,2014,самец
http://www.wikidata.org/entity/Q7642453,Q7642453,1984,2007,
http://www.wikidata.org/entity/Q7575032,Q7575032,2003,,самка
http://www.wikidata.org/entity/Q7577235,Q7577235,1993,,
http://www.wikidata.org/entity/Q7577625,Q7577625,1993,,самец
http://www.wikidata.org/entity/Q7577690,Q7577690,1917,,самец
http://www.wikidata.org/entity/Q7578847,Q7578847,1886,,самец
http://www.wikidata.org/entity/Q7580250,Q7580250,1792,,самец
http://www.wikidata.org/entity/Q7580809,Q7580809,1870,,самец
http://www.wikidata.org/entity/Q7581318,Q7581318,2006,,
http://www.wikidata.org/entity/Q7581515,Q7581515,2002,,самка
http://www.wikidata.org/entity/Q7581536,Q7581536,1913,,самец
http://www.wikidata.org/entity/Q7581695,Q7581695,1943,,самец
http://www.wikidata.org/entity/Q7581996,Q7581996,1970,,самка
http://www.wikidata.org/entity/Q7582011,Q7582011,2006,,самец
http://www.wikidata.org/entity/Q7582355,Q7582355,1998,,самец
http://www.wikidata.org/entity/Q7586803,Q7586803,1901,,самец
http://www.wikidata.org/entity/Q7587244,Q7587244,1908,,самец
http://www.wikidata.org/entity/Q7587310,Q7587310,1880,,самец
http://www.wikidata.org/entity/Q7588068,Q7588068,1893,,самец
http://www.wikidata.org/entity/Q7588078,Q7588078,1881,,самец
http://www.wikidata.org/entity/Q7588260,Q7588260,1829,,самец
http://www.wikidata.org/entity/Q7590888,Q7590888,1957,,самец
http://www.wikidata.org/entity/Q7592076,Q7592076,1951,,самец
http://www.wikidata.org/entity/Q7595415,Q7595415,1999,,самец
http://www.wikidata.org/entity/Q7595808,Q7595808,2006,,самка
http://www.wikidata.org/entity/Q7596788,Q7596788,1965,,самец
http://www.wikidata.org/entity/Q7596899,Q7596899,1935,,самец
http://www.wikidata.org/entity/Q7597424,Q7597424,1905,,самка
http://www.wikidata.org/entity/Q7597520,Q7597520,1950,,
http://www.wikidata.org/entity/Q7600817,Q7600817,1998,,
http://www.wikidata.org/entity/Q7600824,Q7600824,1943,,самец
http://www.wikidata.org/entity/Q7600891,Q7600891,1898,,самец
http://www.wikidata.org/entity/Q7600914,Q7600914,1992,,самец
http://www.wikidata.org/entity/Q7601241,Q7601241,1988,,самец
http://www.wikidata.org/entity/Q7601541,Q7601541,2000,,самец
http://www.wikidata.org/entity/Q7601561,Q7601561,2006,,самка
http://www.wikidata.org/entity/Q7601918,Q7601918,1997,,самка
http://www.wikidata.org/entity/Q7602440,Q7602440,2006,,самец
http://www.wikidata.org/entity/Q7603948,Q7603948,2007,,самец
http://www.wikidata.org/entity/Q7604802,Q7604802,1802,,самец
http://www.wikidata.org/entity/Q7605050,Q7605050,2008,,самец
http://www.wikidata.org/entity/Q7605216,Q7605216,1984,,
http://www.wikidata.org/entity/Q7611081,Q7611081,2003,,самец
http://www.wikidata.org/entity/Q7615624,Q7615624,2003,,самец
http://www.wikidata.org/entity/Q7617410,Q7617410,1921,,самец
http://www.wikidata.org/entity/Q7619034,Q7619034,1905,,самец
http://www.wikidata.org/entity/Q7619769,Q7619769,1970,,самец
http://www.wikidata.org/entity/Q7620125,Q7620125,2000,,самка
http://www.wikidata.org/entity/Q7620162,Q7620162,1963,,самка
http://www.wikidata.org/entity/Q7620243,Q7620243,1998,,самец
http://www.wikidata.org/entity/Q7621002,Q7621002,1940,,самец
http://www.wikidata.org/entity/Q7622640,Q7622640,1977,,
http://www.wikidata.org/entity/Q7622920,Q7622920,2004,,самец
http://www.wikidata.org/entity/Q7623801,Q7623801,2004,,
http://www.wikidata.org/entity/Q7627661,Q7627661,2002,,самец
http://www.wikidata.org/entity/Q7628601,Q7628601,1990,,самец
http://www.wikidata.org/entity/Q7629649,Q7629649,1986,,самец
http://www.wikidata.org/entity/Q7630354,Q7630354,1954,,самец
http://www.wikidata.org/entity/Q7631524,Q7631524,2000,,
http://www.wikidata.org/entity/Q7631782,Q7631782,1994,,самец
http://www.wikidata.org/entity/Q7631793,Q7631793,1988,,самец
http://www.wikidata.org/entity/Q7632507,Q7632507,1988,,
http://www.wikidata.org/entity/Q7632566,Q7632566,1985,,самец
http://www.wikidata.org/entity/Q7632652,Q7632652,1964,,самец
http://www.wikidata.org/entity/Q7634750,Q7634750,1951,,
http://www.wikidata.org/entity/Q7635597,Q7635597,1984,,
http://www.wikidata.org/entity/Q7636337,Q7636337,1999,,
http://www.wikidata.org/entity/Q7636587,Q7636587,1816,,самец
http://www.wikidata.org/entity/Q7637371,Q7637371,1981,,
http://www.wikidata.org/entity/Q7637461,Q7637461,1952,,самец
http://www.wikidata.org/entity/Q7637630,Q7637630,2002,,самка
http://www.wikidata.org/entity/Q7637732,Q7637732,1978,,самец
http://www.wikidata.org/entity/Q7638084,Q7638084,1998,,
http://www.wikidata.org/entity/Q7638199,Q7638199,1925,,самец
http://www.wikidata.org/entity/Q7638212,Q7638212,1915,,самец
http://www.wikidata.org/entity/Q7638230,Q7638230,1939,1963,самка
http://www.wikidata.org/entity/Q7638452,Q7638452,1980,,самка
http://www.wikidata.org/entity/Q7638519,Q7638519,1942,,самка
http://www.wikidata.org/entity/Q7639980,Q7639980,1925,,самец
http://www.wikidata.org/entity/Q7641157,Q7641157,2003,,самец
http://www.wikidata.org/entity/Q7641634,Q7641634,1908,,самец
http://www.wikidata.org/entity/Q11332014,Q11332014,1993,2013,самка
http://www.wikidata.org/entity/Q11332170,Q11332170,1995,2016,самка
http://www.wikidata.org/entity/Q11332454,Q11332454,2006,2013,самец
http://www.wikidata.org/entity/Q11333076,Q11333076,1993,2014,самец
http://www.wikidata.org/entity/Q11333082,Q11333082,2003,2017,самка
http://www.wikidata.org/entity/Q11333259,Q11333259,2002,2013,самец
http://www.wikidata.org/entity/Q11333265,Q11333265,1991,2013,самец
http://www.wikidata.org/entity/Q11333398,Q11333398,2006,2013,самка
http://www.wikidata.org/entity/Q11334108,Q11334108,2008,2013,самец
http://www.wikidata.org/entity/Q11334547,Q11334547,2003,2010,самец
http://www.wikidata.org/entity/Q11334680,Q11334680,1938,1961,самка
http://www.wikidata.org/entity/Q11334896,Q11334896,2000,2016,самец
http://www.wikidata.org/entity/Q11334935,Q11334935,1938,1966,самка
http://www.wikidata.org/entity/Q11335020,Q11335020,1997,2019,самец
http://www.wikidata.org/entity/Q11335117,Q11335117,1978,2010,самка
http://www.wikidata.org/entity/Q11331863,Q11331863,1993,,самка
http://www.wikidata.org/entity/Q11331887,Q11331887,2009,,самец
http://www.wikidata.org/entity/Q11331925,Q11331925,2003,,самец
http://www.wikidata.org/entity/Q11331935,Q11331935,1999,,самка
http://www.wikidata.org/entity/Q11331967,Q11331967,1999,,самец
http://www.wikidata.org/entity/Q11331968,Q11331968,1994,,самка
http://www.wikidata.org/entity/Q11332149,Q11332149,2005,,самец
http://www.wikidata.org/entity/Q11332155,Q11332155,2005,,самец
http://www.wikidata.org/entity/Q11332208,Q11332208,1967,,самка
http://www.wikidata.org/entity/Q11332257,Q11332257,1975,,самец
http://www.wikidata.org/entity/Q11332314,Q11332314,1956,,самец
http://www.wikidata.org/entity/Q11332326,Q11332326,2004,,самец
http://www.wikidata.org/entity/Q11332400,Q11332400,1995,,самец
http://www.wikidata.org/entity/Q11332455,Q11332455,2002,,самец
http://www.wikidata.org/entity/Q11332584,Q11332584,2002,,самец
http://www.wikidata.org/entity/Q11332589,Q11332589,1964,,самец
http://www.wikidata.org/entity/Q11332612,Q11332612,1975,,самка
http://www.wikidata.org/entity/Q11332649,Q11332649,2008,,самец
http://www.wikidata.org/entity/Q11332672,Q11332672,2007,,самец
http://www.wikidata.org/entity/Q11332682,Q11332682,2004,,самец
http://www.wikidata.org/entity/Q11332700,Q11332700,2009,,самец
http://www.wikidata.org/entity/Q11332707,Q11332707,2004,,самец
http://www.wikidata.org/entity/Q11332796,Q11332796,1983,,самец
http://www.wikidata.org/entity/Q11332797,Q11332797,1972,,самец
http://www.wikidata.org/entity/Q11332803,Q11332803,1959,,самец
http://www.wikidata.org/entity/Q11332814,Q11332814,2006,,самец
http://www.wikidata.org/entity/Q11332878,Q11332878,1959,,самец
http://www.wikidata.org/entity/Q11332888,Q11332888,1963,,самец
http://www.wikidata.org/entity/Q11333060,Q11333060,1950,,самец
http://www.wikidata.org/entity/Q11333074,Q11333074,2005,,самец
http://www.wikidata.org/entity/Q11333075,Q11333075,1996,,самка
http://www.wikidata.org/entity/Q11333077,Q11333077,2003,,самец
http://www.wikidata.org/entity/Q11333079,Q11333079,2006,,самец
http://www.wikidata.org/entity/Q11333080,Q11333080,1997,,самец
http://www.wikidata.org/entity/Q11333081,Q11333081,1997,,самец
http://www.wikidata.org/entity/Q11333083,Q11333083,2004,,самец
http://www.wikidata.org/entity/Q11333084,Q11333084,2003,,самец
http://www.wikidata.org/entity/Q11333100,Q11333100,2001,,самец
http://www.wikidata.org/entity/Q11333106,Q11333106,1992,,самец
http://www.wikidata.org/entity/Q11333260,Q11333260,2003,,самец
http://www.wikidata.org/entity/Q11333261,Q11333261,1959,,самец
http://www.wikidata.org/entity/Q11333262,Q11333262,1990,,самец
http://www.wikidata.org/entity/Q11333264,Q11333264,1971,,самец
http://www.wikidata.org/entity/Q11333281,Q11333281,1976,,самка
http://www.wikidata.org/entity/Q11333297,Q11333297,1988,,самец
http://www.wikidata.org/entity/Q11333400,Q11333400,2001,,самец
http://www.wikidata.org/entity/Q11333465,Q11333465,2004,,самец
http://www.wikidata.org/entity/Q11333572,Q11333572,2003,,самец
http://www.wikidata.org/entity/Q11333596,Q11333596,1992,,самка
http://www.wikidata.org/entity/Q11333758,Q11333758,2004,,самец
http://www.wikidata.org/entity/Q11333772,Q11333772,1905,,самка
http://www.wikidata.org/entity/Q11333780,Q11333780,1924,,самка
http://www.wikidata.org/entity/Q11333852,Q11333852,1998,,самец
http://www.wikidata.org/entity/Q11333853,Q11333853,1985,,самка
http://www.wikidata.org/entity/Q11334021,Q11334021,1983,,самец
http://www.wikidata.org/entity/Q11334069,Q11334069,1992,,самец
http://www.wikidata.org/entity/Q11334081,Q11334081,2003,,самец
http://www.wikidata.org/entity/Q11334107,Q11334107,1931,,самец
http://www.wikidata.org/entity/Q11334121,Q11334121,2003,,самец
http://www.wikidata.org/entity/Q11334141,Q11334141,1891,,самец
http://www.wikidata.org/entity/Q11334281,Q11334281,2006,,самка
http://www.wikidata.org/entity/Q11334335,Q11334335,1996,,самка
http://www.wikidata.org/entity/Q11334379,Q11334379,2006,,самец
http://www.wikidata.org/entity/Q11334416,Q11334416,1991,,самец
http://www.wikidata.org/entity/Q11334447,Q11334447,2002,,самец
http://www.wikidata.org/entity/Q11334515,Q11334515,2005,,самка
http://www.wikidata.org/entity/Q11334522,Q11334522,1991,,самец
http://www.wikidata.org/entity/Q11334526,Q11334526,2005,,самец
